City,Country,Map Location,Resort_Name,Resort_Details,image_0,image_1,About,Amenities,Directions,Other Information
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",Mayan Palace Puerto Vallarta,mayanpalacepuertovallarta.html,images/e265.jpeg,images/e266.jpeg,"More families come to Mayan Palace each year than any other resort in Mexico. And there is good reason why. The resort features miles of long walks through the gardens, must see indigenous wildlife such as flamingos, crocodiles and sea turtles, the Brio Health Spa and Fitness Center, and many gourmet restaurants. The resort also features a Nicklaus designed golf course, tennis court, and baby-sitters and activities for children of all ages. Rooms at the Maya Palace are brightly decorated in traditional Mexican colors and come with air conditioning. There is also an outdoor pool and children's pool on the ground. The resort also has an on-site beach club and lounge.","Air Conditioning (Some), Air Conditioning, Microwave (some), Telephone","The International Puerto Vallarta Airport is located only 1 mile away from the Hotel. From the airport take the road towards Puerto Vallarta, turn to the right into Marina Vallarta and follow the signs towards Mayan Palace. Find the Mayan Steles located on both sides of the street.",
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",Paradise Village Beach Resort & Spa,paradisevillagebeachresortspa.html,images/e269.jpeg,images/e270.jpeg,"Paradise Village Beach Resort & Spa is located in Nuevo Vallarta, Nayarit in Mexico. Paradise Village Beach Resort & Spa and Paradise Village has a perfect beachfront location only five miles north of the Puerto Vallarta International Airport. All of the units at the Reosrt feature spectacular views of Banderas Bay, marina, and the mountains. On-site there is full-service, world-class health spa featuring European wellness programs and treatments and multiple dining experiences and nightclub and marina and and virtually all water sports. The complex's unusual Mayan theme is reflected in the swimming pools, which have caves and waterslides. For guests that enjoy a round of golf an 18-hole championship golf course is just minutes away. Studio units can sleep up to 2 adults and 2 kids 12 years of age and under.","Late Arrivals : If you expect to arrive late for check in, please ensure you telephone the resort (on the above number) prior to arriving to make arrangements for the key.","Air Conditioning, Cable TV, Ceiling Fans, Coffee Making Facilities, Fridge, Hairdryer, Iron, Microwave, Stove Top, Telephone",
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",Park Royal - Los Tules,parkroyallostules.html,images/e271.jpeg,images/e272.jpeg,"Park Royal Los Tules is nestled among the tropical hills of Puerto Vallarta, the ideal place for its spacious gardens, 8 pools, 5 tennis courts, snack bar, jogging track, half mile of beautiful beach, facilities and equipment for water sports, bicycle and motorbike rentals and most especially its picturesque traditional Mexican style villas equipped with kitchen. Park Royal Los Tules provides the opportunity to enjoy the best of a beach destination boasting great sports, weather, cuisine and lively nightlife.","Air Conditioning, Coffee Making Facilities, Microwave (some), Telephone","Taxis, rental cars and mini-vans (combis) are available at the airport. The ride to the hotel takes about 10-15 minutes. Since rental cars are expensive, we recommend that you use taxis for daily transportation",
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",Playa Del Sol Costa Sur/Howard Johnson Hotel,playadelsolcostasurhowardjohnsonhotel.html,images/e273.jpeg,images/e274.jpeg,"(formerly Playa del Sol Costa Sur) Howard Johnson Hotel / Puerto Vallarta is a beautiful 208 unit all suite resort just five minutes from the south side of Puerto Vallarta. Yet it has the secluded feel of a tranquil ""getaway."" It is distinguished by extraordinary oceanfront vistas: every suite has a direct ocean view. It features a unique breakwater directly in front of the resort, forming a private lagoon which provides protected swimming with a beautiful beach - a great feature for families. The resort has two towers that include junior suites, one and two bedroom units, all with kitchens. The resort has two pools, two bars and a wonderful ocean view restaurant, ""La Cascada."" Make sure to check our ""All inclusive add-on"" There is a full activities program every day at the resort. For example, you can learn Spanish, learn to skin dive, join in water aerobics, or study the art of making a great margarita! The hotel is famous for its convivial atmosphere - you will make friends at our resort! The hotel has a mini-mart, a wonderful spa, a gym and an internet center. Everything for a great vacation!","Air Conditioning, Colour TV, Fridge, Microwave",Transportation is available from the airport. Take the combo-van for approximately $4 per person including tax and tip. Rental cars are available starting around $45 per day.,
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",Puerto De Luna,puertodeluna.html,images/e275.jpeg,images/e276.jpeg,"At Puerto De Luna All Suite & Spa Resort, at beautiful Puerto Vallarta, you will find the areas for relaxing in absolutely tranquillity, surrounded by flowers and greenery creating an unforgettable vacation.  A resort of 7 buildings of four floors each, located at the heart of the hotel zone only 10 minutes from the international airport and downtown.  It is the perfect place to enjoy a relaxing get a way. This propery has no elevators.","Air Conditioning, Balcony, BBQ, Cable TV, Ceiling Fans, Fridge, Hairdryer, Microwave, Oven, Satellite TV, Spa, Telephone","Puerto De Luna Puerto De Luna is located at the heart of the hotel zone of Puerto Vallarta. It is just 10 minutes from the International Airport. Directions: From the airport, take the Francisco Medina Ascencio Avenue towards downtown. (i.e. towards the south) Puerto De Luna All Suite & Spa Resort will be on your left side as you cross the second bridge. You have to take a U-turn at the red light in front of the Hotel Fiesta Americana and only 300 meters back is the entrance to the Hotel.",
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",Sea Garden Nuevo Vallarta,seagardennuevovallarta.html,images/e277.jpeg,images/e278.jpeg,"Surrounded by the jungle and the Sierra Madre Mountains, Nuevo Vallarta on the breathtaking Bahia de Banderas entices visitors with its incomparable charm. Located close to Puerto Vallarta, it offers endless opportunities for sightseeing and water sports.","Hairdryer, Air Conditioning, Satellite TV, Telephone, Coffee Making Facilities",The Hotel is on the Bandera's Bay about 15 minutes from the Puerto Vallarta International Airport. Turn left at the highway leading toward Tepic. Access to Mayan Palace is about 5 miles past the state patrol crossing as you come from Vallarta. Follow the signs that will take you to Sea Garden.,
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",UVC At Villa Del Mar,uvcatvilladelmar.html,images/e279.jpeg,images/e280.jpeg,"Puerto Vallarta retains the charm it is well known for--cobblestone streets, plazas, and shops. Modern times have added international restaurants and nighttime action. The Universal Vacation Club at Villa del Mar offers a little something for everyone. Three tennis courts, a gym, spa, and golf course close by will keep the most active vacationer busy. Two restaurants, a deli, two swimming pools, and an award-winning activity program are on site. Just ten minutes from downtown Puerto Vallarta, the resort is located in the midst of a major hotel zone, and as a result, amenities are abundant – including miles of beaches, pools, tennis, water sports and more. Restaurants and evening entertainment are at their finest in the area. Excursions may be booked through the on-site tour desk. Your beautifully appointed 1 and 2 bedroom suites are equipped with 1 bath and will accommodate 4 guests comfortably. Each suite also includes a full kitchen, balcony or terrace. The beautiful resort provides a splendid setting in paradise for a wonderful vacation. Exotic songbirds serenade to the accompaniment of the ocean lapping the shores in the background. This resort is ideal for the discriminating vacation seeker.","Air Conditioning, Fridge, Hairdryer, Iron, Microwave, Stove Top, Telephone",When leaving the airport terminal take AV. Las Palmas South towards the hotel zone. you probably have noticed the large bull fighting ring 'Plaza de Toros' on your left (this means you are about half way there). The villa Del Palmar will be located on your right hand side in between the holiday inn and Fiesta Americana and has an entrance right off of Av. Las Palmas. Gustavo Diaz Ordaz International Airport is approximately 10 minutes away. Be sure to pre-book your shuttle by calling the Club at least 14 days prior to your arrival at 1-800-852-4755.,
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",UVC At Villa Del Palmar - PV,uvcatvilladelpalmarpv.html,images/e281.jpeg,images/e282.jpeg,"Old world Mexican charm and modern luxury await you at Villa del Palmar, Puerto Vallarta. With its lush tropical landscaping and beachfront location, Villa del Palmar will prove to be your home away from home for your next getaway. Suites range from a small studio to two-bedroom suite and all units feature gorgeous furnished open balconies, allowing you to enjoy the ocean air from your room. Units also have elegant marble bathrooms with marble tub and shower, making you feel like royalty. Units also feature kitchens with all the conveniences of home: refrigerator, microwave, stove, toaster, coffee maker and blender. The rest of the unit is just as accommodating with central air conditioning, digital television, ceiling fans and purified drinking water. Villa del Palmar offers a wide range of lifestyle services to guests, including child sitting, on-site car rental, cyber cafe, 24-hour on call medical service, currency exchange, and, of course, room service. The resort even has an on-site store just off the main lobby, which supplies basic pharmacy items, groceries, magazines, sunscreen and toiletries. The resort offers activities for guests of all ages and activity levels, from beach volleyball and pool games to Spanish lessons and classes on how to make authentic Mexican salsa and guacamole. There is always plenty to do on the beach, from sunbathing to water ports. But if you need some time away from the surf, your choices are endless in Puerto Vallarta. Tee it up in one of several beautifully manicured golf courses in the area, or head down to the resort's tennis courts for a match during the day or night. Have your concierge arrange a day including anything from ATV excursions to glass bottom boat tours to horseback riding on the beach. Recharge after all the activity at one of Villa del Palmar's restaurants. Head to La Cucina for a casual breakfast buffet, a light lunch on the patio or a moonlight dinner overlooking the water. La Cucina provides International and Mediterranean fare and world class service. If you are in the mood for some regional cuisine, you'll want to have dinner at Jalisco. Authentic Mexican food and the freshest seafood are on the menu, served family style at this seasonal restaurant. For something more laid back, try Los Equipales Sports Bar. Have some cervesas and appetizers at this poolside bar and watch the game, or grab a cocktail and head back to your lounge chair. If you feel like staying in the suite, take advantage if the in-villa suite dining, where your meal is prepared to your standards in your own kitchen, and served at your dining table or on your patio. Whatever you're craving, you're sure to be satisfied. Villa del Palmar also boasts a state of the art fitness center, complete with top of the line cardiovascular equipment and life fitness workout stations with free weights. The gym even offers the services of a fitness instructor if you want some guidance. After your workout, relax in the sauna. For guests who are craving some less strenuous self improvement, the Bay Breeze Spa is sure to enhance your well-being with one if their signature treatments. Indulge with a hot stone massage, detoxifying body treatment, hydrating facial, manicure, pedicure or one of several other beautifying services performed by only the highest trained professionals. Optional maid service available. The fee of approx. $3.50 per day will be billed upon check-out. Hospitality Suite: If your flight departs later in the day, we invite you to relax in our hospitality suite. Watch TV, catch up on a little reading or work in our spacious accommodations provided for your comfort.7:00 to 22:00.","Air Conditioning, Coffee Making Facilities, Colour TV, Fridge, Hairdryer, Iron, Microwave, Oven, Radio, Satellite TV, Stove Top, Telephone, Toaster, Washer/Dryer (Some)",When leaving the airport terminal take AV. Las Palmas South towards the hotel zone. you probably have noticed the large bull fighting ring 'Plaza de Toros' on your left (this means you are about half way there). The villa Del Palmar will be located on your right hand side in between the holiday inn and Fiesta Americana and has an entrance right off of Av. Las Palmas. Gustavo Diaz Ordaz International Airport is approximately 10 minutes away. Be sure to pre-book your shuttle by calling the Club at least 14 days prior to your arrival at 1-800-852-4755.,
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",UVC at Villa Del Palmar Flamingos,uvcatvilladelpalmarflamingos.html,images/e283.jpeg,images/e284.jpeg,"Flamingos privdes the ulstimate in guest comfort with an expansive swimming pool that extends the entire length of hte resort. The pool features a zero-entry wheelchair access area, a large play area, a tanning area, swimming and exercise areas, waterfalls, water spouts, and fountains. Miles of golden beach are also right outside the resort, or you can take part in an assortment of resort activities including water aerobics, pool games, and water sports. Spacious suites are perfect for families traveling with friends, offering fully-equipped kitchens, dishwashers, washer and dryer, Jacuzzi tubs, separate showers, murphy beds, and elegantly furnished with the highest quality accessories. Choose from a spacious studio, one bedroom or two-bedroom suite, all with fully equipped kitchenettes and balconies or terraces.","Air Conditioning, Balcony, Ceiling Fans, Coffee Making Facilities, Colour TV, Dishwasher (Some), Fridge, Hairdryer, Iron, Microwave, Telephone, Toaster, Washer/Dryer (Some)","From the Gustavo Airport, take Hwy 200 North toward Nuevo Vallarts. Turn left at Blvd. Nuevo Vallarta at the end of Blvd. Nuevo Vallarta, turn right onto Paseo De Los Cocoteros VDP Flamingos will be about half a kilometre down the road on the left side Paseo Cocoteros 750 Sur. Shuttle Service can be arranged prior to arrival via the Club office. The resort will provide round trip transportation from the airport to the Villa del Palmar Flamingos for a fee of $15.00 per person, round trip. Please allow a minimum of 14 business days prior to arrival - contact the Club office for inquires or reservations at 1-800-852-4755.",
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",Vallarta Torre - VI,vallartatorrevi.html,images/e285.jpeg,images/e286.jpeg,"Vallarta Torre is in the city of Puerto Vallarta, approximately 2 – kilometers (1 – miles) south of the international airport. The resort features Spanish tiled floors and Mexican-style furnishings. Amenities include a palapa bar for beach and poolside service, newly renovated restaurant, swimming pool, jacuzzi, mini market, 24-hour security, shuffleboard, barbecue area, and purified water throughout the resort. The town of Peurta Vallarta was once a tiny fishing village, but is not w world class resort destination that has maintained its quant charms. Activities include a zipline adventure that has you shooting over rapids Tarzan style, ecotours of the local habitats, and whale watching trips in Bandaras Bay to spend some time with the local humpback whale pod. Smoking will only be allowed in designated smoking areas.","Air Conditioning (Some), Balcony, Ceiling Fans, Coffee Making Facilities, Colour TV, DVD Player, Fridge/Freezer, Microwave, Telephone","FIf ground transportation is desired to and from Vallarta Torre, it can be reserved and prepaid by calling Vacation Internationale at1-800-755-3175. It must be arranged a minimum of three (3) days in advance.",
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",WIVC Alta Vista,wivcaltavista.html,images/e287.jpeg,images/e288.jpeg,"Puerto Vallarta combines the beauty of the Pacific with the full charm of a lively Mexican town. The town with its cobblestone streets and tiled roof villas climbing up the cliff sides offers a winning combination of natural beauty and luxury. The beaches range from broad expanses of white sand with crashing surf to small coves dramatically formed by the Sierra Madre mountains tumbling into the ocean's coves so quiet that crabs sunbathe on nearby rocks. When the sun sets, the Pacific turns fiery, so wondrous that it demands all movement to stop for one breathtaking moment.  World International Vacation Club's Alta Vista Condominiums are perched on a hillside with a magnificent ocean view. Alta Vista exemplifies ""Old Mexico's"" colonial charm, offering privacy and serenity. It is only moments away from the ocean and Puerto Vallarta's historic old town. Many sightseeing tours are available to explore nature's finest and best amenities, which are yours in Puerto Vallarta. Occupancy Tax The Mexican Government has imposed an occupancy tax on all hotel and Timeshare establishments To comply with this law, you MUST PAY $14.00 USD per week upon check-in.","Air Conditioning, Colour TV, Fridge, Hairdryer, Iron, Ironing Board, Microwave, Stove Top","Upon leaving the airport parking lot, take a right onto the four lane avenue which will take you to town (approximately five miles.) When you reach a traffic light and the cobblestone street begins, continue on this road for approximately two miles. You will drive through town and once you go over the River Cuale bridge, go four blocks and make a left at Basilio Badillo Street, go two blocks and make right onto the highway, and once you pass the gas station (on your right), continue up the hill for about 200 yards. When you see the Scala Building (on your left), make a left turn and continue up this cobblestone road to Alta Vista located on your left.",
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",WIVC Casa De La Playa,wivccasadelaplaya.html,images/e289.jpeg,images/e290.jpeg,"Casa de la Playa resort, the majestic beauty of Mexico's Pacific Ocean is right outside your door. This intimate hacienda accommodates only seven families and is strategically located only steps away from historic old town. You will enjoy Mexico at its best when you visit Casa de la Playa in Puerto Vallarta. Occupancy Tax The Mexican Government has imposed an occupancy tax on all hotel and Timeshare establishments To comply with this law, you MUST PAY $14.00 USD per week upon check-in.","Air Conditioning, Balcony, Cable TV, Microwave","To go by taxi from the airport request ""Special Direct Service"" from a yellow and white airport van or a blue and white airport van. Travel on the main highway, Avenida Las Palmas, toward town. When you reach Hotel Buenaventura on the right, turn right at the next block, Avenida Honduras. Casa de la Playa is on the corner of Avenida Honduras and Avenida Paraguay.",
Puerto Vallarta,Mexico,"maps?q=PUERTO+PENASCO,+SONORA,+83500,+Mexico&hl=en&sll=23.226688,-106.407618&sspn=0.183619,0.32959&vpsrc=0&t=m&z=14",WIVC Conchas Chinas,wivcconchaschinas.html,images/e291.jpeg,images/e292.jpeg,"Puerto Vallarta is a destination rich in culture and traditions. Sitting on one of the most beautiful and largest natural bays in the world, Puerto Vallarta is an authentic, fairy tale-like fishing village with one-way cobblestone streets and whitewashed houses with red tile roofs. This picturesque city is divided by the Cuale River, which surrounds a fanciful, five-acre island filled with quaint shops, gardens and cultural attractions. World International Vacation Club's Conchas Chinas Condominiums overlook the turquoise and emerald waters of Bandaras Bay, which is framed by the majestic mountains of the Sierra Madre consisting of 100 miles of coastline – a perfect environment for deep-sea, small game and freshwater fishing, hunting, diving, snorkeling, horseback riding, golf and tennis. Secluded atop one of Puerto Vallarta's exclusive residential hillsides, Conchas Chinas is just a short ten-minute drive to Puerto Vallarta's old town. Come to Puerto Vallarta and enjoy the real flavor of Mexico on a slice of heaven - you won't want to leave! Occupancy Tax The Mexican Government has imposed an occupancy tax on all hotel and Timeshare establishments To comply with this law, you MUST PAY $14.00 USD per week upon check-in. No elevator on property. GUest must be able to climb stairs.","Air Conditioning, Balcony, Colour TV, Hairdryer, Iron, Ironing Board, Microwave","Upon leaving the airport parking lot, take a right onto the four lane avenue which will take you to town (approximately five miles.) When you reach a traffic light and the cobblestone street begins, continue on this road for approximately two miles. You will drive through town and once you go over the River Cuale bridge, go four blocks and make a left at Basilio Badillo Street, go two blocks and make a right onto the highway, and once you pass the gas station (on your right), continue on the highway for about a mile and a half. When you see a small fire station, make a left at the double arch designated as Residential Conchas Chinas and go up the hill. At the first street, make a right and at the second street make a left and continue on this street until you reach a stone fountain which stands in front of Conchas Chinas. To go by taxi from the airport, request ""Special Direct Service"" from a yellow and white airport van or blue and white airport van. Address Rinconada de las Ostras S/N Puerto Vallarta, Jalisco Mexico Phone: 011 52 322 221 5189 Fax: 011 52 322 221 6074",
Rosarito Beach,Mexico,"maps?q=PLAYAS+DE+ROSARITO,+BAJA+CALIFORNIA+NORTE,+Mexico&hl=en&sll=31.318068,-113.536687&sspn=0.042675,0.082397&vpsrc=0&t=m&z=16",Rosarito Beach Vacation Suites,rosaritobeachvacationsuites.html,images/e293.jpeg,images/e294.jpeg,"Nestled between the Pacific Ocean and coastal foothills, Rosarito Beach Vacation Suites offers all of the flavor of Mexico just 30 miles south of San Diego. The resort is the ideal vacation destination for both couples and families. The resort offers an endless list of activities for guests of all ages and interests. Beach lovers can relax on the sand, enjoy a game of beach volleyball, fish off the resort's quarter-mile pier, go horseback riding along the beach or even take surfing lessons in Baja's world famous waves. The resort's Casa Playa Spa provides full service spa treatments, including massages, facials, body and beauty treatments for the utmost in pampering and rejuvenation. Guests also have a variety of dining options at Rosarito Beach Vacation Suites, ranging from traditional Mexican buffet to Old World cuisine to European gourmet elegance. After dinner, guests can end the night at the piano bar, Rosa & Rita Saloon or the dramatic 17th floor rooftop lounge. Younger guests can participate in the Rosarito Beach Hotel Kids Club, which offers a variety of daily activities including treasure hunts, face painting, pinatas and relay games. The Kids Club also provides a special menu for breakfast, lunch and dinner, which is sure to please even the pickiest of eaters. The surrounding area of the Baja's Gold Coast promises 60 miles of shopping, dining and activities. Golfers will love the two championship golf courses that challenge players of all levels, and art connoisseurs will find treasures all over town in the galleries, and even the artists homes. Rosarito is also known for its vast selection of cuisine, offering 85 quality restaurants that are sure to satisfy any craving, most notably serving over a million lobsters a year. The perfect compliment to the world renowned gourmet of Rosarito is the wine from the Baja California Wine Country, home to about 18 different wineries. The wineries are just a short drive away, and some feature international award winning wines that will surely delight even the most distinguished palettes. The Rosarito Beach Vacation Suites are at the heart of Rosarito Beach, offering the ideal vacation for anyone looking for the perfect getaway.","Cable TV, Microwave, Telephone","From San Diego, California, take Interstate Highway 5 or Interstate 805 south. This will take you to the San Ysidro, California border crossing (at Tijuana). There will be various freeway exit signs along the way including one reading ""Last U.S. Exit."" If you are planning to walk across the border, then you'll leave the freeway at this exit, find a parking lot, and proceed to enter Mexico (Tijuana) on foot. If you continue driving, the Interstate the freeway takes you right into Mexico. There are two roads that will bring you to Rosarito Beach. The toll road (cuota) and the free (libre) road. The well maintained toll road is faster and easier with beautiful ocean views. The toll highway is also patrolled by the ""Green Angels,"" a mobile mechanic that will assist you in the event you have mechanical problems. There are solar powered call boxes located about every two miles along the toll road. If you need help just pick up the phone and a bilingual operator will provide assistance. The free road is harder to find if you are not familiar with Tijuana, Once you locate it, you will find a modern four-lane highway, but with heavy commercial traffic, many exits, and many people. Not nearly as scenic as the toll route. Our recommendation is to take the toll road. To get to the toll road from the border, bear to the right just after entering Mexico. As the road begins to split, take the second left where the signs read ""Ensenada Cuota via Calle Poniente."" That will take you to the road that runs along the international border (Avenida Internacional). You'll see the border fence to your right as you travel west. You'll stay on this road as you climb the first hill. Stay right and keep going straight. As you drop down into the canyon (known as ""Smugglers Canyon""), you'll want to take the right turn-off to the road going west. Up another hill and then you'll drop down to Playas de Tijuana intersection. Since we are going to the Rosarito Beach Hotel we'll follow the road as it curves left. Just ahead is the toll booth. A toll fee of $2.20 US dollars will take you all the way to Rosarito Beach. The 17 mile scenic trip will take about fifteen minutes. It is a beautiful trip. Some of northern Baja California's most spectacular scenery is along this route that glides along the coast with its unblemished views of the Pacific Ocean. You'll pass a number of real estate developments as well, a testimony to Baja California as a highly desirable location for a vacation or retirement home. At Rosarito Beach, there are four exits off the toll road. The first exit will take your right into town. You'll drive along Benito Juarez Boulevard (main street) for about two miles to the Rosarito Beach Hotel, instantly recognizable by the white arches at the hotels entrance. If you would prefer to avoid city traffic, stay on the toll road and take the fourth and last exit which has an arch identifying the town. This exit takes you directly to the Rosarito Beach Hotel (two short blocks).",
Rosarito Beach,Mexico,"maps?q=PLAYAS+DE+ROSARITO,+BAJA+CALIFORNIA+NORTE,+Mexico&hl=en&sll=31.318068,-113.536687&sspn=0.042675,0.082397&vpsrc=0&t=m&z=16",WIVC La Paloma,wivclapaloma.html,images/e295.jpeg,images/e296.jpeg,"Rosarito Beach, at the beginning of Mexico's more than 4,000 breathtaking miles of Pacific coastline, offers secluded, quiet beaches, gentle surf, and pleasant warm climate. One of Mexico's most popular resort areas, Baja California is famous for a variety of water sports, horseback riding, deep sea fishing, and off-road adventures, as well as shopping, dining and sightseeing. Here, right on the beach, only 25 miles south of California/Mexico border, between the bustling excitement of Tijuana and the major seaport of Ensenada, are World International Vacation Club's La Paloma Condominiums. The beautifully kept grounds are covered with trees and blooming flowers. Pretty walkways take you to the clubhouse which is equipped with a jacuzzi, sauna, swimming pool, and gym. There is also a recreation room with billiards and card tables, along with tennis courts and a jogging path. Visit Tijuana, only a few miles south of the San Diego border with its shopping malls, a cultural center, horse and dog racing, jai alai games and bullfights. The greatest attraction is the shopping. European fashions, cosmetics and perfumes are among the best buys. Remember, bargaining is half the fun! Occupancy Tax: The Mexican Government has imposed an occupancy tax on all hotel and Timeshare establishments. To comply with this law, you MUST PAY $10.00 USS per week upon check-in.","Colour TV, Hairdryer, Iron, Ironing Board, Microwave","After crossing the border, stay to the right and follow the sign marked ""Rosarito Ensenada Scenic Road"" (Toll/Cuota Highway). This will allow you to bypass Tijuana. As you drive down the highway, subsequent signs read as ""Ensenada Scenic Road (1-D). La Paloma is approximately 30 minutes south, which includes a toll payment (US currency is accepted). To avoid the traffic in the city of Rosarito Beach, use the 5th ""Rosarito"" exit which is the last city exit. La Paloma is immediately to the right. If you reach the next toll booth, you will have gone too far!",
Rosarito Beach,Mexico,"maps?q=PLAYAS+DE+ROSARITO,+BAJA+CALIFORNIA+NORTE,+Mexico&hl=en&sll=31.318068,-113.536687&sspn=0.042675,0.082397&vpsrc=0&t=m&z=16",WorldMark La Paloma,worldmarklapaloma.html,images/e297.jpeg,images/e298.jpeg,"Rosarito Beach, at the beginning of Mexico's more than 4,000 breathtaking miles of Pacific coastline, offers secluded, quiet beaches, gentle surf, and pleasant warm climate. One of Mexico's most popular resort areas, Baja California is famous for a variety of water sports, horseback riding, deep sea fishing, and off-road adventures, as well as shopping, dining and sightseeing. Here, right on the beach, only 25 miles south of California/Mexico border, between the bustling excitement of Tijuana and the major seaport of Ensenada, are La Paloma Condominiums. The beautifully kept grounds are covered with trees and blooming flowers. Pretty walkways take you to the clubhouse which is equipped with a jacuzzi, sauna, swimming pool, and gym. There is also a recreation room with billiards and card tables, along with tennis courts and a jogging path. Visit Tijuana, only a few miles south of the San Diego border with its shopping malls, a cultural center, horse and dog racing, jai alai games and bullfights. The greatest attraction is the shopping. European fashions, cosmetics and perfumes are among the best buys. Remember, bargaining is half the fun! The Mexican Government has imposed an occupancy tax on all hotel and Timeshare establishments. To comply with this law, you MUST PAY $7.00 per week upon check-in.","Hairdryer, VCR, Stereo, Washer/Dryer, Telephone, Cable TV, Balcony, DVD Player, Iron, Ironing Board","After crossing the border, stay to the right and follow the sign marked ""Rosarito Ensenada Scenic Road"" (Toll/Cuota Highway). This will allow you to bypass Tijuana. As you drive down the highway, subsequent signs read as ""Ensenada Scenic Road (1-D). La Paloma is approximately 30 minutes south, which includes a toll payment (US currency is accepted). To avoid the traffic in the city of Rosarito Beach, use the 5th ""Rosarito"" exit which is the last city exit. La Paloma is immediately to the right. If you reach the next toll booth, you will have gone too far!",
Riviera,Mexico,,Grand Palladium Riviera Maya Resort & Spa ,grandpalladiumriviera.html,images/grandpalladiumriviera1.jpg,images/grandpalladiumriviera2.jpg,"This luxury eco-hotel, surrounded by an artificial lake, is built on a 1,220,000 m2 seafront property with direct access to Kantenah Beach and its 800 m stretch of fine white sand. The resort features large landscaped gardens with lush tropical vegetation and an extensive network of nature trails, perfect for relaxing strolls. The complex also houses a large ultramodern spa equipped with the most advanced facilities to offer guests a wide variety of therapies and services.","Air-conditioning, Satellite TV, Telephone, Electronic safe, Hair dryer, Tea and coffee making facilities, Iron and ironing board, Bathrobes and slippers, Ceiling fan, Minibar, MP3 player station","Our guests can use all the facilities at Grand Palladium Colonial Resort & Spa, Grand Palladium Kantenah Resort & Spa and Grand Palladium Riviera Resort & Spa, except those located at The Royal Suites Yucatan, which are for the exclusive use of its guests.",
San Carlos,Mexico,"maps?q=NUEVO+GUAYMAS,+SAN+CARLOS,SONORA,+Mexico&hl=en&sll=32.412,-117.043161&sspn=0.010543,0.020599&vpsrc=0&t=m&z=16",Condominios Club Dorado,condominiosclubdorado.html,images/e299.jpeg,images/e300.jpeg,"Located on the shore and across the road from Marina San Carlos, Dorado Condos offers a breathtaking retreat in San Carlos. From the soothing waves of the Sea of Cortez to the refreshing guest pool, Dorado Condos will make your Mexico Vacation a memorable one. The fully furnished condos come complete with dishes, refrigerators and stoves. Our guests can cook dinner on the outdoor barbecue grill under the bright stars of a San Carlos night, swim in the built in pool or snorkel in the Sea of Cortez at your front door. Or spend your day on a charter boat experiencing some of the world's best sportfishing, or just head into the local markets for great bargains and shopping opportunities. An 18-hole championship golf course is also nearby. The office is open of 9 a.m. to 4 p.m. After hours the door to your condo will be unlocked and key is located on the table.","Late Arrivals : If you expect to arrive late for check in, please ensure you telephone the resort (on the above number) prior to arriving to make arrangements for the key.","BBQ, Fridge, Stove Top",
